From Date,To Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Eth-Benzene,MP-Xylene,O-Xylene,Temp,RH,WS,WD,SR,BP
15-02-2024 04:00,15-02-2024 08:00,85.89,114.8,1.48,15.05,9.03,15.37,6.55,0.63,15.42,3.52,2.13,0.25,0.75,0.25,20.87,85.2,1.21,86.89,16.88,None
15-02-2024 08:00,15-02-2024 12:00,96.7,129.48,2.54,21.43,13.01,15.6,19.31,0.68,20.13,4.12,3.47,0.66,1.52,0.69,23.93,75.2,1.49,97.13,195.08,None
15-02-2024 12:00,15-02-2024 16:00,82.41,127.68,3.14,34.98,20.07,15.18,102.21,0.66,29.35,3.46,5.41,0.94,2.43,1.16,29.02,61.27,1.35,113.39,179.61,None
15-02-2024 16:00,15-02-2024 20:00,94.78,146.13,8.86,73.35,45.4,17.98,71.07,1.22,18.24,5.45,14.32,3.91,8.26,4.42,27.85,66.9,1.16,160.9,17.66,None
15-02-2024 20:00,16-02-2024 00:00,80.93,150.21,3.01,41.43,23.91,14.87,33.7,0.65,16.47,4.68,11.51,3.37,7.73,3.58,24.52,71.29,1.01,152.08,1.92,None
16-02-2024 00:00,16-02-2024 04:00,55.57,85.67,1.27,26.95,14.76,13.05,11.15,0.42,10.98,2.23,2.87,0.71,1.45,0.54,21.36,78.08,1.25,236.3,0.3,None
16-02-2024 04:00,16-02-2024 08:00,41.99,60.7,2.05,28.54,16.53,12.98,9.69,0.46,6.78,2.49,3.14,0.37,1.17,0.45,20.13,82.18,1.26,224.85,8.82,None
16-02-2024 08:00,16-02-2024 12:00,73.21,117.33,3.1,38.91,22.62,14.01,18.71,0.87,22.13,6.11,7.13,1.12,3.13,1.34,25.19,66.99,1.28,145.6,199.96,None
16-02-2024 12:00,16-02-2024 16:00,72.82,114.61,2.66,35.07,20.17,13.9,15.52,0.76,32.7,4.23,6.86,1.07,3.15,1.3,30.55,55.32,1.38,149.69,196.02,None
16-02-2024 16:00,16-02-2024 20:00,65.29,113.63,10.91,71.11,45.46,15.65,20.98,1.24,23.34,5.69,14.45,3.77,8.21,4,29.02,60.48,1.23,147.7,26.14,None
16-02-2024 20:00,17-02-2024 00:00,113.99,216.76,92.96,126.87,140.84,21.66,27.66,3.67,1.91,16.49,47.12,14.55,35.2,17.46,23.52,80.24,1.05,254.87,None,None
17-02-2024 00:00,17-02-2024 04:00,126.29,235.07,1.22,45.88,24.51,14.58,22.93,0.81,13.02,12.02,23.25,6.23,16.02,7.71,23.44,75.73,0.36,197.15,0.1,None
17-02-2024 04:00,17-02-2024 08:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
17-02-2024 08:00,17-02-2024 12:00,72.9,128.3,2.67,37.08,21.38,12.68,15.06,0.74,43.46,5.02,8.86,1.18,3.12,1.3,28.99,56.44,1.25,153.96,402.78,None
17-02-2024 12:00,17-02-2024 16:00,58.07,110.44,3.19,34.89,20.59,11.59,25.54,0.73,48.85,3.42,6.7,0.96,2.74,1.07,31.92,47.07,1.65,194.25,213.03,None
17-02-2024 16:00,17-02-2024 20:00,50.67,93.72,27.52,110.72,79.89,12.5,14.49,1.81,18,6.28,19.07,4.58,11.2,5.21,28.74,51.06,1.4,169.97,56.25,None
17-02-2024 20:00,18-02-2024 00:00,64.15,154.15,97.47,122.96,142.41,17.13,12.29,3.1,1.87,15.63,46.88,13.55,33.42,16.81,22.69,69.42,1.16,264.43,0.3,None
18-02-2024 00:00,18-02-2024 04:00,67.13,145.43,28.02,87.99,68.41,14.7,17.06,1.47,2.66,9.3,51.61,12.89,21.5,9.45,22.36,71.23,0.69,165.58,2.27,None
18-02-2024 04:00,18-02-2024 08:00,79.51,147.81,6.32,53.23,32.82,14.14,11.63,0.85,5.15,8.11,16.11,3.64,5.9,2.36,21.62,79.14,1,202.22,6.75,None
18-02-2024 08:00,18-02-2024 12:00,103.96,186.55,3.27,45.27,26.2,14.9,46.03,1.18,27.49,9.63,11.14,2.42,4.64,2.13,26.49,66.34,0.98,129.83,162.95,None
18-02-2024 12:00,18-02-2024 16:00,62.51,119.57,1.93,20.79,12.17,7.99,10.94,0.52,40.51,2.64,5.16,0.89,1.49,0.56,32.87,38.64,1.93,194.26,185.68,None
18-02-2024 16:00,18-02-2024 20:00,28.04,69.68,16.48,71.79,50.64,9.72,5.45,0.82,23.24,3.45,10.85,2.27,4.29,1.8,29.88,44.71,1.65,212.5,26.55,None
18-02-2024 20:00,19-02-2024 00:00,56.85,143.8,69.34,132.49,121.7,14.88,14,2.38,3.07,12.37,34.88,8.8,23.06,10.83,24.64,59.48,0.97,232.18,0.15,None
19-02-2024 00:00,19-02-2024 04:00,49.59,115.98,4.34,67.06,38.46,10.79,9.66,0.72,9.93,4.09,10.51,2.3,5.25,1.99,21.71,67.02,1,213.93,1.47,None
19-02-2024 04:00,19-02-2024 08:00,45.77,82.68,5.18,45.93,28.15,11.5,13.35,0.65,4.92,4.69,14.35,1.99,3.78,1.42,20.47,74.2,0.98,225.23,9.14,None
19-02-2024 08:00,19-02-2024 12:00,67.3,147.75,8.83,63.48,40.65,12.71,48.03,1.16,13.4,10.57,16.45,2.86,6.19,2.59,25.95,60.38,0.97,201.24,159.97,None
19-02-2024 12:00,19-02-2024 16:00,40.62,87.01,2.4,24.09,14.18,8.47,6.99,0.45,36.5,1.85,5.02,0.92,1.67,0.54,33.07,40.55,2.24,190.51,195.75,None
19-02-2024 16:00,19-02-2024 20:00,32.91,73.84,28.06,81.96,65.14,10.7,8.58,1.39,18.99,4.46,13,2.81,7.83,3.58,30.52,45.74,1.39,163.7,29.65,None
19-02-2024 20:00,20-02-2024 00:00,56.37,138.73,58.44,126.44,112.9,14.13,14.72,2.47,3.72,13.48,38.54,10.46,26.93,12.7,25.24,59.24,1.05,214.95,None,None
20-02-2024 00:00,20-02-2024 04:00,47.48,93.01,2.21,44.17,24.72,10.72,16.7,0.56,13.45,3.12,16.85,1.81,3.58,1.28,23.12,65.57,0.98,228.68,1.06,None
20-02-2024 04:00,20-02-2024 08:00,42.35,86.81,2.45,38.86,22.02,10.56,13.8,0.48,12.72,3.5,24.65,2.96,3.66,1.26,20.97,70.95,0.96,229.52,4.81,None
20-02-2024 08:00,20-02-2024 12:00,55.4,112.62,6.88,43.95,28.45,9.4,16.55,0.78,23.55,5.41,21.26,2.86,5.68,2.26,29.04,47.57,1,173.95,229.99,None
20-02-2024 12:00,20-02-2024 16:00,26.44,79.88,4.96,37.1,23.2,7.56,10.14,0.61,39.39,2.23,6.79,1.12,3.06,1.18,33.78,36.65,1.31,185.19,192.19,None
20-02-2024 16:00,20-02-2024 20:00,46.4,90.31,17.38,107.51,69.96,10.77,24.7,1.44,18.64,6.82,21.72,4.78,12.21,5.79,30.61,44.75,1.3,162.92,25.27,None
20-02-2024 20:00,21-02-2024 00:00,82.71,160.37,56.2,133.9,115.02,15.06,24.58,2.76,2.12,15.23,44.76,11.91,30.54,15.37,23.79,64.46,0.76,205.15,None,None
21-02-2024 00:00,21-02-2024 04:00,76.96,139.12,14.1,81.75,53.88,12.3,11.53,1.33,4.39,9.34,28.03,6.91,16.42,8.03,20.61,70.43,1.03,233.11,None,None
21-02-2024 04:00,21-02-2024 08:00,54.54,80.43,4.38,37.14,22.84,9.07,4.78,0.6,12.24,3.48,10.31,2.7,4.32,1.56,19.11,69.72,1.35,230.25,8.2,None
21-02-2024 08:00,21-02-2024 12:00,49.74,93.11,4.71,37.93,23.43,9.07,26.36,0.63,32.66,4.13,8.27,2.24,4.41,1.7,27.75,49.55,1.1,228.36,233.07,None
21-02-2024 12:00,21-02-2024 16:00,25.27,51.15,4.92,32.48,20.8,7.51,5.66,0.59,35.52,2.15,6.71,1.14,3.19,1.17,33.4,37.44,1.92,204.16,209.19,None
21-02-2024 16:00,21-02-2024 20:00,29.02,67.03,30.2,84.08,68.1,8.74,8.43,1.39,18.34,5.9,19.3,5.17,12.26,5.41,30.63,39.67,1.53,216.76,50.18,None
21-02-2024 20:00,22-02-2024 00:00,41,107.61,27.79,79.36,63.71,9.06,13.08,1.21,5.64,7.66,25.05,6.04,15.14,6.75,24.59,48.29,0.77,238.53,None,None
22-02-2024 00:00,22-02-2024 04:00,31.11,61.56,2.37,39.63,22.28,7.6,6.13,0.39,8.69,2.47,5.85,1.87,3.28,1.14,20.4,59.73,1.29,215.86,None,None
22-02-2024 04:00,22-02-2024 08:00,29.97,51.98,1.59,17.28,10,7.08,7.86,0.34,19.56,1.31,1.92,0.42,0.77,0.23,21.24,58.33,0.97,254.04,6.72,None
22-02-2024 08:00,22-02-2024 12:00,38.23,74.51,3.05,22.52,13.99,8.41,8.91,0.43,19.92,2.05,3.79,0.59,1.8,0.67,26.39,53.42,1.31,234.41,232.24,None
22-02-2024 12:00,22-02-2024 16:00,31.38,72.69,5.28,25.34,17.29,11.52,10.59,0.48,16.93,1.45,4.4,0.64,2.18,0.83,30.79,43.37,1.25,228.52,215.09,None
22-02-2024 16:00,22-02-2024 20:00,33.55,77.39,5.36,52.65,31.49,7.77,8.83,0.71,16.58,3.37,10.01,1.91,5.91,2.35,29.35,42.6,1.21,253.36,43.74,None
22-02-2024 20:00,23-02-2024 00:00,35.11,92.86,2.24,46.75,26.15,7.54,10.61,0.61,12.11,3.03,7.66,1.78,4.46,1.67,23.82,51.72,0.95,267.76,None,None
23-02-2024 00:00,23-02-2024 04:00,41.99,96.11,2.07,46.04,25.54,8.05,8.23,0.57,9.03,4.75,7.46,2.01,3.85,1.47,19.92,64.9,1.14,256.85,0.1,None
23-02-2024 04:00,23-02-2024 08:00,48.33,105.48,2.03,32.55,18.56,8.56,3.23,0.49,8.8,3.15,4,0.7,1.67,0.61,18.25,73.57,1.53,231.45,12.3,None
23-02-2024 08:00,23-02-2024 12:00,48.27,124.82,3.3,30.84,18.64,8.45,39.36,0.5,23.73,3.43,3.91,0.67,1.74,0.72,24.68,56.83,1.03,150.76,232.9,None
23-02-2024 12:00,23-02-2024 16:00,43.47,123.2,2.2,28.47,16.31,7.83,34.53,0.48,36.28,2.81,5,0.79,1.9,0.73,29.41,45.6,1.36,151.13,219.18,None
23-02-2024 16:00,23-02-2024 20:00,59.26,143.46,4.03,41.84,24.74,8.7,29.29,0.73,27.28,3.94,9.54,1.87,4.04,2.22,27.69,49.88,1.56,124.46,35.09,None
23-02-2024 20:00,24-02-2024 00:00,78.72,177.99,56.28,118.24,106.76,14.05,20.9,2.7,1.94,14.07,45.54,11.38,27.17,13.86,22.13,68.06,1.24,251.07,None,None
24-02-2024 00:00,24-02-2024 04:00,69.84,201.03,1.72,35.47,19.84,8.57,10.45,0.53,12.47,4.91,7.65,1.8,4.14,1.67,20.08,66.94,1.27,237.58,None,None
24-02-2024 04:00,24-02-2024 08:00,44.51,96.14,1.71,23.89,13.65,7.35,8.87,0.43,16.47,2.53,2.77,0.46,1.12,0.38,18.45,64.51,1.04,227.82,8.12,None
24-02-2024 08:00,24-02-2024 12:00,41.95,110.99,1.9,27.93,15.8,7.45,27.27,0.55,30.47,3.87,3.8,0.52,1.34,0.7,24.42,51.96,1.44,111.11,219.26,None
24-02-2024 12:00,24-02-2024 16:00,52.22,129.62,2.29,26.55,15.57,8.02,18.68,0.46,41.84,2.93,5.96,0.58,1.35,0.59,30.55,43.67,1.4,167.01,229.46,None
24-02-2024 16:00,24-02-2024 20:00,60.32,129.18,12.34,74.92,49,9.58,24.29,1.2,27.58,4.31,12.81,3.22,6.16,3.05,28.33,49.42,1.06,189.69,51.04,None
24-02-2024 20:00,25-02-2024 00:00,113.51,215.17,58.75,119.22,109.33,13.45,22.88,2.57,7.16,13.57,36.54,11.39,26.43,13.12,22.87,64.16,1.23,242.46,None,None
25-02-2024 00:00,25-02-2024 04:00,73.34,134.02,2.17,44.42,24.71,8.08,12.51,0.62,11.72,4.15,5.63,0.96,2.72,1.01,20.34,62.07,1.17,204.55,None,None
25-02-2024 04:00,25-02-2024 08:00,56.97,99.3,1.18,26.1,14.31,6.88,21.18,0.35,17.23,3.33,2.52,0.3,0.84,0.29,19.57,63.02,0.72,196.62,11.98,None
25-02-2024 08:00,25-02-2024 12:00,65.59,124.42,1.85,24.03,13.95,9.17,35.36,0.53,21.61,4.46,3.18,0.43,1.03,0.51,23.9,60.67,1.6,108.75,203.53,None
25-02-2024 12:00,25-02-2024 16:00,85.53,125.4,1.62,25.44,14.33,11.28,105.69,0.55,38.03,2.82,2.5,0.34,0.72,0.31,29.54,54.9,1.41,137.3,219.06,None
25-02-2024 16:00,25-02-2024 20:00,99.53,142.46,1.78,28.38,16.19,11.69,54.43,0.58,33.97,3.46,5.34,0.98,2.52,1.07,28.38,59.07,1.57,114.58,36.7,None
25-02-2024 20:00,26-02-2024 00:00,106.81,157.42,2,43.49,24.29,13.66,34.8,0.86,23.76,5.15,11.44,1.47,4.21,1.69,26.03,67.69,1.34,122.93,None,None
26-02-2024 00:00,26-02-2024 04:00,107.09,154.12,1.47,32.33,18,12.75,25.76,0.59,21.32,4.38,5.6,0.87,1.98,0.75,24.04,73.7,1.39,116.42,0.63,None
26-02-2024 04:00,26-02-2024 08:00,92.09,126.9,1.62,20.53,12.01,11.01,20.89,0.62,22.47,3.49,1.88,0.2,0.53,0.18,22.19,71.65,0.94,95.43,10.88,None
26-02-2024 08:00,26-02-2024 12:00,86.27,127.34,3.95,38.54,23.28,13.53,34.03,0.92,23.29,5.98,5.24,0.71,2.01,0.84,25.44,69.34,1.63,140.64,174.23,None
26-02-2024 12:00,26-02-2024 16:00,61.76,94.97,8.44,38.65,26.89,15.27,12.8,0.72,16.76,2.98,7.73,1.27,4.49,1.69,29.85,64.13,2.13,178.99,160.37,None
26-02-2024 16:00,26-02-2024 20:00,54.36,82.82,5.4,54.48,32.7,15.89,7.39,0.86,11.45,3.27,10.82,2.37,6.69,2.72,28.37,67.5,1.57,153.22,47.12,None
26-02-2024 20:00,27-02-2024 00:00,81.48,124.69,7.08,79.11,46.92,17.18,12.14,1.43,4.08,8.14,25.44,6.52,14.86,6.92,26.2,74.14,0.6,161.63,0.2,None
27-02-2024 00:00,27-02-2024 04:00,66.1,95.42,1.97,27.42,15.89,14.59,12.24,0.5,14.24,3.38,6.19,0.77,1.76,0.7,24.38,77.55,1.1,163.43,0.96,None
27-02-2024 04:00,27-02-2024 08:00,69.41,83.64,2.41,27.43,16.02,14.98,8.51,0.48,9.68,3.49,4.64,0.43,1.11,0.43,23.37,82.5,0.86,185.62,10.87,None
27-02-2024 08:00,27-02-2024 12:00,80.13,122.11,6.03,43.7,27.51,16.22,24.9,0.94,14.89,5.91,8.66,1.46,4.2,1.74,27.6,70.02,1.81,196.37,204.81,None
27-02-2024 12:00,27-02-2024 16:00,44.59,75.92,4.62,28.12,18.23,12.5,14.26,0.59,26.93,2.36,8.97,1.42,4.08,1.64,32.51,52.56,1.57,194.6,250.03,None
27-02-2024 16:00,27-02-2024 20:00,52.26,84.24,14.54,54.5,39.42,14.14,9.35,1.59,18.4,6.04,16,3.68,10.41,4.61,29.88,62.32,0.83,173.6,38.27,None
27-02-2024 20:00,28-02-2024 00:00,68.6,147.17,7.66,62.16,37.88,13.88,33.34,1.05,12.83,7.25,18.16,4.45,12.71,5.6,25.89,67.11,1.26,147.93,1.23,None
28-02-2024 00:00,28-02-2024 04:00,19.93,63.84,2.21,16.19,9.99,9.88,8.61,0.35,26.55,1.39,1.54,0.26,0.63,0.19,22.51,67.64,0.99,138.86,0.3,None
28-02-2024 04:00,28-02-2024 08:00,16.43,41.09,2.29,24.13,14.42,10.93,8.4,0.43,18.13,2.28,2.2,0.32,0.81,0.26,20.98,74.4,1.24,243.42,17.34,None
28-02-2024 08:00,28-02-2024 12:00,39.24,79.12,3.53,38.02,22.54,13.2,11.33,0.93,31.47,5.75,7.54,1.18,3.11,1.31,26.19,66.6,1.25,137.1,238.24,None
28-02-2024 12:00,28-02-2024 16:00,47,89.36,2.64,32.84,18.81,11.56,15.28,0.71,51.41,3.26,7.21,1.12,3.16,1.25,32.06,51.75,1.21,168.78,258.3,None
28-02-2024 16:00,28-02-2024 20:00,52.51,116.56,10.84,59.65,38.72,12.24,39.84,1.11,32.29,4.05,11.81,2.86,6.31,3.07,29.25,56.57,1.06,155.62,43.17,None
28-02-2024 20:00,29-02-2024 00:00,74.14,162.32,11.57,69.63,42.36,13.03,27.74,1.68,6.26,9.75,24.36,6.54,16.14,8.12,24.6,71.58,0.86,214.6,None,None
29-02-2024 00:00,29-02-2024 04:00,56.12,106.52,2.22,49.5,27.53,12.5,11.89,0.79,8.03,4.97,9.45,1.59,4.95,1.95,21.65,80.62,1.47,242.99,None,None
29-02-2024 04:00,29-02-2024 08:00,36.4,90.32,2.93,26.47,15.36,10.79,8.61,0.62,10.6,3.96,5.29,0.85,2.18,0.98,20.14,82.89,1.11,243.54,14.18,None
29-02-2024 08:00,29-02-2024 12:00,53.6,97.62,2.44,31.97,18.58,10.7,26.15,0.83,45.41,4.63,5.5,0.88,2.24,0.94,26.69,60.51,1.41,114.48,235.69,None
29-02-2024 12:00,29-02-2024 16:00,45.94,70.81,3.32,28.21,16.32,9.71,39.59,0.68,61.86,2.7,6.24,0.74,2.2,0.86,32.38,48.93,1.32,156.78,245.22,None
29-02-2024 16:00,29-02-2024 20:00,52.73,106,8.73,56.13,35.12,10.12,20.2,1.03,31.36,6.9,18.63,3.82,9.97,4.65,30.34,52.92,1.35,126.98,26.19,None
29-02-2024 20:00,01-03-2024 00:00,54.14,136.27,17.71,88.7,60.46,12.72,25.03,1.44,11.3,5.85,17.25,3.59,10.52,4.4,25.56,63.86,1.01,221.08,0.98,None
01-03-2024 00:00,01-03-2024 04:00,47.17,97.78,2.46,40.7,21.73,10.43,12.04,0.62,10.87,3.18,6.48,1.09,3.16,1.25,21.96,76.19,1.04,224.76,None,None
01-03-2024 04:00,01-03-2024 08:00,51.83,95.68,3.05,33.29,19.68,11.04,9.72,0.53,9.46,3.74,5.72,1.05,2.5,1.01,20.59,81.37,0.95,237.13,11.52,None
01-03-2024 08:00,01-03-2024 12:00,60.5,117.27,2.5,39.74,22.54,10.92,23.33,0.9,40.97,5.6,7.66,1.29,3.32,1.42,28.08,57.42,1.07,174.35,249.4,None
01-03-2024 12:00,01-03-2024 16:00,48.7,107.54,3.46,32.74,19.59,8.11,27.08,0.54,41.39,2.78,7.03,0.96,2.82,1.05,35.38,38.18,1.37,185.5,264.53,None
01-03-2024 16:00,01-03-2024 20:00,41.68,97.29,43.14,99.23,86.25,10.5,37.64,1.98,18.46,8.22,26.99,5.75,14.68,7.19,31.8,42.11,1.16,177.78,36.95,None
01-03-2024 20:00,02-03-2024 00:00,67.8,171.28,92.66,133.99,144.31,15.59,19.9,3.39,1.89,19.31,59.21,17.15,41.06,21.1,25.67,59.4,1.46,252.78,0.8,None
02-03-2024 00:00,02-03-2024 04:00,57.61,137.71,17.69,78.97,55.37,12.09,14.24,1.5,3.36,9.65,28.33,7.63,17.36,7.97,23.51,63.88,1,210.61,3.07,None
02-03-2024 04:00,02-03-2024 08:00,57.73,114.18,2.38,39.02,22.23,10.28,16.19,0.56,10.2,5.35,10.67,2.1,4.23,2.08,24.19,63.05,1.14,218.01,9.08,None
02-03-2024 08:00,02-03-2024 12:00,47.46,106.52,2.37,21.82,13.19,10.13,12.69,0.48,22.26,3.34,3.73,0.53,1.55,0.64,27.25,58.15,0.83,115.53,125.72,None
02-03-2024 12:00,02-03-2024 16:00,41.31,85.11,1.3,19.89,11.26,10.01,16.29,0.45,31.81,2.47,3.66,0.71,1.57,0.75,29.45,53.52,1.45,102.92,149.81,None
02-03-2024 16:00,02-03-2024 20:00,37.38,82.45,1.42,25.9,14.43,10.02,17.76,0.55,33.45,2.7,5.71,1.2,2.53,1.2,29.11,54.66,1.57,114.59,39.3,None
02-03-2024 20:00,03-03-2024 00:00,46.44,94.57,2.42,40.01,21.4,11.12,10.84,0.79,19.22,4.33,9.06,2.4,5.22,2.35,25.9,64.86,1.29,143.98,1.7,None
03-03-2024 00:00,03-03-2024 04:00,52.21,103.54,3.22,41.07,23.41,13.13,8.7,0.62,6.67,4.8,8.05,2.14,4.5,1.82,22.55,82.35,0.7,188.71,1.93,None
03-03-2024 04:00,03-03-2024 08:00,53.65,88.28,2.17,27.01,15.8,12.95,10.33,0.49,8.24,3.47,3.45,0.65,1.33,0.7,21.65,84.36,1.01,225.83,15.98,None
03-03-2024 08:00,03-03-2024 12:00,60.87,100.41,2.04,24.94,14.62,11.68,39.51,0.58,31.21,3.93,2.77,0.35,0.97,0.39,27.4,62.92,0.9,109.99,252.22,None
03-03-2024 12:00,03-03-2024 16:00,38.88,77,1.78,18.58,10.63,9.62,21.5,0.45,37.27,1.29,2.3,0.36,0.74,0.23,32.56,47.57,1.36,194.21,260.18,None
03-03-2024 16:00,03-03-2024 20:00,31.21,63.02,3.16,39.23,22.97,9.01,10.66,0.51,25.01,1.89,12.26,2.19,3.3,1.13,31.85,44.31,1.54,219.87,50.79,None
03-03-2024 20:00,04-03-2024 00:00,25.68,62.77,1.23,33.48,17.9,9.53,13.16,0.48,19.24,2.15,7.13,2.2,3.6,1.21,27.28,54.56,0.92,230.58,None,None
04-03-2024 00:00,04-03-2024 04:00,22.89,47.4,1.97,16.16,9.96,9.94,8.14,0.32,18.74,0.97,1.22,0.14,0.45,0.14,24.44,66.36,0.89,264.02,1.03,None
04-03-2024 04:00,04-03-2024 08:00,33.84,64.84,1.81,25.76,14.86,11.22,7.69,0.3,9.03,1.72,3,0.36,1.14,0.44,22.29,75.42,1.22,233.44,16.25,None
04-03-2024 08:00,04-03-2024 12:00,32.58,80.77,8.65,44.68,30.28,8.24,55.4,0.35,19.53,1.75,2.18,0.22,0.75,0.26,26.5,49.35,1.01,85.65,293.43,None
04-03-2024 12:00,04-03-2024 16:00,25.31,97.06,6.61,43.5,26.87,7.93,61.28,0.53,39.35,1.67,4.4,0.59,1.78,0.64,31.18,41.07,0.9,165.97,299.13,None
04-03-2024 16:00,04-03-2024 20:00,37.75,94.83,19.12,58.49,41.41,9.82,55.71,1.46,26.59,6.11,17.13,4.81,10.05,5.32,29.4,47.72,1.21,158.29,49.26,None
04-03-2024 20:00,05-03-2024 00:00,52.48,150.76,25,58.88,48.66,10.21,38.69,1.69,7.16,10.33,29.14,8,20.64,9.99,24.78,52.95,1.18,275.66,None,None
05-03-2024 00:00,05-03-2024 04:00,26.23,68.46,1.32,19.77,10.96,6.16,10.06,0.29,14.74,1.64,1.92,0.3,0.86,0.27,21.33,53.79,0.9,201.73,None,None
05-03-2024 04:00,05-03-2024 08:00,23.98,45.59,3.85,20.67,11.95,6.41,9.88,0.36,13.45,1.56,2.08,0.26,0.78,0.25,19.17,59.26,0.88,222.34,11.8,None
05-03-2024 08:00,05-03-2024 12:00,34.42,76.46,2.77,22.66,14.05,7.67,36.08,0.31,12.15,2.04,2.98,0.35,1.05,0.39,24.91,55.11,1,108.4,291.19,None
05-03-2024 12:00,05-03-2024 16:00,30.17,73.29,4.88,35.35,18.76,7.12,35.19,0.8,34.48,2.58,7.67,1.02,2.83,1.18,32.42,40.72,1.57,175.13,321.96,None
05-03-2024 16:00,05-03-2024 20:00,42.72,102.35,13.69,81.95,46.87,10.32,29.03,1.64,15.25,7.5,23.75,6.66,15.02,7.55,30.51,47.94,1.29,141.65,37.94,None
05-03-2024 20:00,06-03-2024 00:00,74.81,183.03,39.61,88.85,78.06,12.01,25.11,2.15,7.51,13.56,36.93,12.16,27.68,14.41,25.48,56.37,1.1,156.32,None,None
06-03-2024 00:00,06-03-2024 04:00,29.15,82.06,1.54,16.7,9.66,6.86,4.88,0.37,21.79,1.9,2.1,0.28,0.83,0.29,22.98,54.28,0.91,185.79,None,None
06-03-2024 04:00,06-03-2024 08:00,43.21,66.4,1.7,28.94,16.31,7.63,8.31,0.46,13.37,2.47,3.28,0.44,1.25,0.45,20.3,63.99,1.3,194.64,15.6,None
06-03-2024 08:00,06-03-2024 12:00,32.34,89.33,3.9,37.08,22.34,8.59,22.51,0.67,25.98,4.55,5.55,0.8,2.33,0.92,27.16,51.32,1.19,136.21,265.14,None
06-03-2024 12:00,06-03-2024 16:00,42.26,91.31,3.24,40.01,23.21,9.61,21.24,0.75,32.92,3.81,7.86,1.15,3.53,1.36,34.14,43.51,1.63,196,314.21,None
06-03-2024 16:00,06-03-2024 20:00,42.66,102.89,21.99,92.41,65.79,11.68,23.41,1.72,15.02,6.44,19.7,4.49,12.41,5.35,32.39,47.11,1.24,229.87,26.59,None
06-03-2024 20:00,07-03-2024 00:00,53.4,120.33,1.29,27.53,15.11,8.95,16.21,0.46,29.06,5.38,11.9,2.81,8.11,3.55,27.31,54.11,1.1,115.78,None,None
07-03-2024 00:00,07-03-2024 04:00,40.7,79.95,1.64,32.57,18.1,8.45,12.17,0.52,21.45,3.57,5.41,0.74,2.3,0.87,23.2,62.31,1.01,204.12,None,None
07-03-2024 04:00,07-03-2024 08:00,32.62,70.61,1.46,22.4,12.82,8.03,8.45,0.4,23.06,2.52,2.23,0.26,0.79,0.26,21.27,64.77,0.91,233,12.4,None
07-03-2024 08:00,07-03-2024 12:00,34.18,85.19,2.6,30.73,18,8.82,54.1,0.59,32.25,3.72,3.89,0.54,1.49,0.66,26.61,55.35,0.83,94.1,284.71,None
07-03-2024 12:00,07-03-2024 16:00,None,None,4.64,47.75,28.49,8.49,91.04,0.7,None,2.43,4.32,0.71,1.86,0.81,33.18,40.31,1.17,171.63,309.82,None
07-03-2024 16:00,07-03-2024 20:00,41.51,76.79,4.71,21.6,13.68,6.45,35.55,1.63,16.4,7.16,21.86,5.29,14.25,6.8,31.18,42.7,1.02,193.68,30.81,None
07-03-2024 20:00,08-03-2024 00:00,73.54,148.97,2.27,46.04,25.62,8.8,27.62,0.85,25.26,6.99,18.19,4.49,11.52,5.35,27.32,48.97,0.9,173.27,None,None
08-03-2024 00:00,08-03-2024 04:00,46.45,77.28,2.11,39.96,22.11,7.47,2.37,0.57,18.83,2.7,4.8,0.63,2.11,0.74,22.47,56.42,1.23,224.28,None,None
08-03-2024 04:00,08-03-2024 08:00,45.39,77.86,1.95,32.1,18.12,7.46,4.62,0.44,16.28,None,None,None,None,None,20.11,63.49,1.07,218.43,11.1,None
08-03-2024 08:00,08-03-2024 12:00,50.65,102.05,1.1,24.1,13.02,6.97,15.28,0.66,45.99,3.42,3.89,0.47,1.24,0.56,27.55,47.56,1.16,105.76,294.02,None
08-03-2024 12:00,08-03-2024 16:00,53.68,95.92,3.99,52.61,56.6,None,20.14,0.46,54.85,2.39,4.28,0.44,0.94,0.42,33.12,39.98,1.06,148.55,289.41,None
08-03-2024 16:00,08-03-2024 20:00,69.44,113.75,None,None,None,None,86.96,1.01,26.29,3.83,12.72,6.34,6.89,4.44,30.69,44.79,1.12,164.98,39.17,None
08-03-2024 20:00,09-03-2024 00:00,93.3,176.19,9.83,17.46,17.39,15.46,32.64,2.03,11.43,11.32,32.15,9.05,22.23,11.07,25.49,55.2,0.89,216.49,None,None
09-03-2024 00:00,09-03-2024 04:00,49.24,108.25,9.2,25.67,18.36,17.75,7.07,0.59,16.67,3.96,7.51,1.15,3.43,1.31,21.6,60.78,1,228.32,None,None
09-03-2024 04:00,09-03-2024 08:00,35.05,82.63,8.81,22.23,16.25,17.7,7.05,0.61,22.97,3.32,3.88,0.51,1.43,0.54,20.64,60.92,0.87,213.97,11.4,None
09-03-2024 08:00,09-03-2024 12:00,42.93,91.79,11.48,8.91,13.11,16.96,32.64,0.61,39.75,3.23,3.9,0.48,1.31,0.56,26.87,48.11,1.33,108.34,271.42,None
