From Date,To Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Eth-Benzene,MP-Xylene,O-Xylene,Temp,RH,WS,WD,SR,BP
22-01-2024 16:00,22-01-2024 20:00,87.44,159.67,1.13,20.05,11.25,9.49,39.38,0.85,58.38,6.39,13.4,2.55,5.54,2.59,24.64,70.99,1.15,116.28,16.02,None
22-01-2024 20:00,23-01-2024 00:00,129.92,230.93,0.91,22.57,12.35,9.17,52.89,0.96,48.2,8.79,15.84,3.52,8.12,3.8,22.68,73.45,1.43,109.06,0.58,None
23-01-2024 00:00,23-01-2024 04:00,109.92,183.06,1.24,12.69,7.37,7.6,25.47,0.81,31.54,6.48,12.25,0.97,2.71,1.08,20.95,82,0.82,149.83,6.55,None
23-01-2024 04:00,23-01-2024 08:00,97.42,153.5,0.72,9.76,5.66,7.58,18.34,0.63,25.98,None,None,None,None,None,19.82,89.47,0.69,215.36,8.74,None
23-01-2024 08:00,23-01-2024 12:00,97.72,165.07,1.03,12.69,7.54,8.9,43.63,0.9,37.12,6.85,5.27,0.85,2.15,0.88,21.06,85.77,1.43,91.83,77.32,None
23-01-2024 12:00,23-01-2024 16:00,98.94,157.53,1.89,14.71,8.99,8.14,76.62,0.71,60.68,5.21,5.8,1.03,2.44,1.11,23.83,76.49,1.39,114.16,138.46,None
23-01-2024 16:00,23-01-2024 20:00,100.69,164.14,1.18,13.88,7.84,6.84,37.96,0.79,51.37,6.77,9.72,1.78,4.07,2.03,22.6,79.43,1.4,109.93,24.6,None
23-01-2024 20:00,24-01-2024 00:00,100.85,178.89,1.3,16.86,9.64,7.3,19.63,0.97,22.58,8.95,10.91,1.84,4.84,2.17,20.21,86.24,0.85,134.27,None,None
24-01-2024 00:00,24-01-2024 04:00,96.21,155.62,0.46,13.55,7.42,5.92,12.37,0.79,18,6.76,5.13,0.6,1.63,0.62,17.19,85.97,0.99,245.11,None,None
24-01-2024 04:00,24-01-2024 08:00,85.69,116.23,1.31,11.66,7.15,4.22,14.42,0.58,28.37,4.22,2.72,0.28,0.77,0.27,15.04,78.7,1.1,228.35,6.78,None
24-01-2024 08:00,24-01-2024 12:00,67.32,121.93,1.24,12.46,7.52,3.82,46.6,0.64,55.28,4.58,3.47,0.41,1.21,0.46,19.47,59.56,0.91,143.47,147.09,None
24-01-2024 12:00,24-01-2024 16:00,52.99,110.53,2.11,16.05,10.07,3.95,60.61,0.43,77.16,3.39,5.1,0.7,2.05,0.75,25.15,43.89,0.97,175.85,98.27,None
24-01-2024 16:00,24-01-2024 20:00,34.6,79.2,3.68,21,13.26,5.12,13.75,0.71,50.93,4.06,8.97,1.49,4.25,1.69,23.32,46.1,0.48,155.74,2.42,None
24-01-2024 20:00,25-01-2024 00:00,55.86,138.88,17.71,39.63,35.2,13.64,16.68,1.52,10.31,11.3,25.9,5.86,14.99,6.87,17.38,61.24,0.99,249.46,None,None
25-01-2024 00:00,25-01-2024 04:00,44.08,95.46,2.76,18.55,11.7,4.89,5.24,0.6,18.82,5.26,8.14,1.21,3.46,1.39,13.67,66.84,1.11,268.21,None,None
25-01-2024 04:00,25-01-2024 08:00,26.12,53.85,2.8,13.77,8.79,3.99,7.65,0.47,28.45,2.74,3.37,0.38,1.07,0.43,12.32,66.8,1.02,232.13,10.53,None
25-01-2024 08:00,25-01-2024 12:00,45.2,144.87,2.99,15.93,11.11,4.4,54.41,0.54,51.91,5.09,5.54,0.77,2.17,0.88,19.25,52.07,1.43,109.86,163.31,None
25-01-2024 12:00,25-01-2024 16:00,44.07,114.64,1.53,12.63,8.12,3.15,92.31,0.45,80.69,2.85,4.18,0.83,1.55,0.78,24.35,43.92,1.21,107.53,116.38,None
25-01-2024 16:00,25-01-2024 20:00,52.95,136.4,33.24,39.17,47.44,17.45,28.39,1.83,40.93,8.18,12.78,5.97,14.35,6.82,21.19,54.1,0.96,198.88,8.27,None
25-01-2024 20:00,26-01-2024 00:00,112.52,236.09,66.66,50.18,80.07,29.54,18.74,3.48,2.61,19.07,19.41,17.05,41.34,20.98,15.59,74.47,1.45,257.46,None,None
26-01-2024 00:00,26-01-2024 04:00,129.52,212.6,10.03,32.39,25.35,10.57,13.86,1.36,4.4,13.72,25.91,6.19,14,7.04,13.19,83.63,1.29,237.35,None,None
26-01-2024 04:00,26-01-2024 08:00,89.79,139.44,4.18,16.52,12.35,5.8,2.95,0.57,8.77,5.84,7.78,1.45,3.27,1.34,11.64,87.95,1.38,215.46,6.1,None
26-01-2024 08:00,26-01-2024 12:00,76.88,138.41,2.08,15.96,10.27,4.73,31.78,0.78,56.4,7,8.09,1.4,3.67,1.59,19.32,59.53,1.25,130.46,148.11,None
26-01-2024 12:00,26-01-2024 16:00,68.1,114.28,1.56,10.12,6.78,3.18,74.72,0.37,99.41,3.87,2.56,0.3,0.8,0.29,25.43,44.58,1.12,140.08,115.28,None
26-01-2024 16:00,26-01-2024 20:00,65.55,110.86,14,36.74,30.8,11.66,86.67,1.31,44,6.31,12.16,2.76,6.77,3.19,22.27,54.44,1.21,158.79,13.58,None
26-01-2024 20:00,27-01-2024 00:00,110.23,203.15,41,49.86,59.32,22.63,14.8,2.87,2.72,18.61,42.64,10.83,26.94,13.54,15.92,77.66,1.14,267.99,None,None
27-01-2024 00:00,27-01-2024 04:00,120.56,196.6,9.77,28.67,23.14,9.81,11.1,1.26,8.98,12.25,22.86,5.08,12.99,6.1,13.92,82.5,1.19,225.21,None,None
27-01-2024 04:00,27-01-2024 08:00,73.23,110.92,2.04,14.14,9.4,4.67,5.63,0.6,16.71,4.83,5.54,0.79,2.19,0.92,12.72,85.71,1.25,229.25,6.83,None
27-01-2024 08:00,27-01-2024 12:00,69.71,122.71,1.98,17.29,10.81,4.57,20.15,0.7,66.14,6.76,7.69,1.12,3.05,1.23,20.91,56.43,1.27,129.36,133.86,None
27-01-2024 12:00,27-01-2024 16:00,57.66,111.05,1.87,18.41,11.5,4.77,89.95,0.46,84.21,3.34,4.2,0.78,1.49,0.65,25.83,44.91,1.34,118.13,124.83,None
27-01-2024 16:00,27-01-2024 20:00,60.83,113.72,13.63,33.15,28.58,11.33,56.53,1.1,47.83,5.13,15.35,4.72,7.73,4.74,22.95,54.62,1.21,160.5,19.94,None
27-01-2024 20:00,28-01-2024 00:00,94.35,198.09,53.95,51.72,70.68,26.79,19.46,3.18,2.47,16.92,19.86,15.38,35.14,18.06,17.06,75.96,1.36,250.43,None,None
28-01-2024 00:00,28-01-2024 04:00,113.9,202.69,14.71,32.28,29.06,12.87,12.49,1.68,3.3,14.64,37.91,7.43,17.16,8.75,14.37,85.98,1.26,232.03,None,None
28-01-2024 04:00,28-01-2024 08:00,74.01,125.36,1.97,14.09,9.33,5.25,3.26,0.54,11.94,5.25,7.83,1.21,2.9,1.32,13,88.73,1.27,215.25,7.52,None
28-01-2024 08:00,28-01-2024 12:00,71.47,107.64,1.72,15.39,9.72,4.94,19.65,0.74,59.75,7.2,7.18,1.05,2.53,1.1,20.49,60.69,1.26,114.98,142.66,None
28-01-2024 12:00,28-01-2024 16:00,56.62,106.61,1.46,9.53,6.52,3.2,33.87,0.38,103.41,2.9,3.68,0.39,0.96,0.37,27.34,44.64,1.32,161.07,126.56,None
28-01-2024 16:00,28-01-2024 20:00,63.32,117.99,4.55,32.74,21.13,8.96,33.9,1.04,53.99,5.94,19.45,8.35,11.35,6.89,24.33,55.61,0.98,165.45,13.55,None
28-01-2024 20:00,29-01-2024 00:00,105.38,187.79,36.54,49.21,55.41,22.1,24.08,2.67,2.69,17.16,41.54,10.66,25.1,12.09,17.66,80.45,1.22,255,None,None
29-01-2024 00:00,29-01-2024 04:00,126.35,205.95,15.14,35.76,31.22,13.17,18.21,1.66,2.86,14.69,33.48,6.97,15.87,7.48,15.21,87.1,1.26,224.9,None,None
29-01-2024 04:00,29-01-2024 08:00,104.95,171.24,4.09,20.15,14.13,6.76,12.19,0.78,5.25,7.12,13.1,3.27,5.68,2.34,14.16,88.83,1.18,216.61,14.37,None
29-01-2024 08:00,29-01-2024 12:00,98.65,177.59,4.16,28.54,18.61,8.51,41.33,0.95,54.02,9.35,14.44,2.78,6.77,2.85,21.87,62.87,1.32,164.86,154.91,None
29-01-2024 12:00,29-01-2024 16:00,82.37,149.36,2.16,20.39,12.58,6.15,39.07,0.76,90.81,5.4,12.37,2.29,5.38,2.23,29.19,46.14,1.95,189.92,113.09,None
29-01-2024 16:00,29-01-2024 20:00,70.32,123.55,21.8,47.05,40.32,16.45,24.97,1.84,36.66,8.62,17.03,7.28,16.69,8.7,25.93,56.47,1.31,158.95,18.24,None
29-01-2024 20:00,30-01-2024 00:00,96.1,199.44,35.13,51.19,55.31,22.56,17.76,2.79,2.33,16.31,33.02,17.35,37.02,17.79,19.62,77.75,1.16,228.88,None,None
30-01-2024 00:00,30-01-2024 04:00,96.43,173.66,4.13,27.04,16.67,8.55,11.45,1.17,9.48,8.45,26.39,8.45,12.93,5.33,17.35,84.51,0.98,208.34,None,None
30-01-2024 04:00,30-01-2024 08:00,78.49,117.33,2.96,16.15,11.15,6.27,7.61,0.71,23.74,4.64,6.99,1.62,2.88,1.09,16.76,83.68,1.09,200.36,6.35,None
30-01-2024 08:00,30-01-2024 12:00,88.1,153.61,2.12,17.78,11.35,6.22,24.22,0.74,59.62,7.1,8.8,1.52,3.67,1.56,22.41,63.68,1.1,117.8,153.79,None
30-01-2024 12:00,30-01-2024 16:00,68.95,135.58,2.06,17.65,11.15,5.71,98.89,0.49,102.61,4.8,8.47,1.23,2.83,1.2,27.7,50.56,1.24,142.26,115.28,None
30-01-2024 16:00,30-01-2024 20:00,90.52,161.61,17.33,43.92,37.22,15.83,43.42,2.05,59.12,10.36,17.48,7.34,16.42,8.35,25.12,60.88,1.28,179.7,11.99,None
30-01-2024 20:00,31-01-2024 00:00,131.14,238.68,43.06,57.9,64.1,26.19,21.6,3.72,2.59,19.27,11.6,18.86,44.14,22.27,19.83,81.57,1.22,254.99,None,None
31-01-2024 00:00,31-01-2024 04:00,126.89,213.13,5.5,33.06,22.06,11.29,12.12,1.47,3.13,13.21,32.65,7.11,16.39,7.89,17.78,87.31,1.1,238.02,0.15,None
31-01-2024 04:00,31-01-2024 08:00,92.69,150.12,3.61,17.29,12.32,7.34,6.4,0.67,8.09,6.82,10.65,2.23,4.54,1.79,17.24,87.03,1.1,217.93,5.56,None
31-01-2024 08:00,31-01-2024 12:00,85.32,154.11,3.08,28.91,14.28,7.23,19.46,0.9,45.23,8.71,11.79,2.41,5.4,2.31,22.38,65.01,1.15,144.62,149.45,None
31-01-2024 12:00,31-01-2024 16:00,80.03,143.32,3.43,35.79,20.88,13.33,18.35,0.76,79.17,6.13,12.89,2.27,5.88,2.38,28.66,52.99,1.91,193.37,140.83,None
31-01-2024 16:00,31-01-2024 20:00,71.42,136.22,26.2,68.85,55.47,25.93,13.5,1.95,32.79,7.98,21.21,8.17,17.29,7.85,26.18,62.86,1.32,178.11,25.45,None
31-01-2024 20:00,01-02-2024 00:00,108.17,213,93.75,86.28,120.43,51.38,13.63,3.99,2.38,18.13,7.42,20.77,49.32,24.7,21.04,82.03,1.13,251.34,0.37,None
01-02-2024 00:00,01-02-2024 04:00,94.42,171.68,3.86,41.37,24.52,16.12,8.59,0.71,8.94,8.8,24.4,7.11,14.19,6.55,19.4,85.27,0.89,204.66,0.4,None
01-02-2024 04:00,01-02-2024 08:00,77.88,129.09,4.14,21.3,14.47,11.71,4.18,0.54,7.97,5.28,8.81,2.3,3.78,1.51,17.94,90.53,1.13,204.86,6.21,None
01-02-2024 08:00,01-02-2024 12:00,108.75,186.56,9.35,54.3,36.2,22.21,26.64,1.37,36.07,11.84,17.63,3.6,8.03,3.69,23.62,71.62,1.24,154.75,134.53,None
01-02-2024 12:00,01-02-2024 16:00,90.7,165.47,2.98,28.76,15.74,10.58,16.55,0.95,110.93,7.66,15.15,2.85,5.99,2.63,28.74,55.23,1.36,153.06,117.76,None
01-02-2024 16:00,01-02-2024 20:00,85.6,162.15,27.74,58.13,51.28,26.71,19.98,1.94,51.36,10.28,18.67,8,16.86,8.78,26.34,63.66,1.07,155.84,17.82,None
01-02-2024 20:00,02-02-2024 00:00,100.48,223.19,27.56,65.12,55.91,28.71,27.15,2.25,13.66,15.35,20.44,12.15,29.64,14.67,23.36,74.16,0.67,205.37,4.74,None
02-02-2024 00:00,02-02-2024 04:00,64.88,116.23,1.58,24.86,14.38,11.03,11.01,0.6,25.17,4.63,7.14,1.02,2.86,1.09,19.66,75.91,1.14,222.76,None,None
02-02-2024 04:00,02-02-2024 08:00,52.08,91.42,2.26,25.24,15.34,11.7,8.8,0.66,18.42,4.6,5.7,0.94,2.07,0.8,17.65,80.25,1.19,230.16,7.86,None
02-02-2024 08:00,02-02-2024 12:00,59.02,110.57,1.62,19.43,11.79,10.4,21.58,0.64,56.6,4.88,5.13,0.68,1.86,0.75,23.43,61.82,1.15,76.32,158.43,None
02-02-2024 12:00,02-02-2024 16:00,51.81,106.41,2.53,30.66,18.31,12.4,82.93,0.47,74.76,2.91,4.09,0.52,1.43,0.55,28.5,50.25,1.34,117.77,123.23,None
02-02-2024 16:00,02-02-2024 20:00,57.78,116.96,37.14,58.06,60.49,28.73,30.66,1.73,41.43,8.44,14.71,7.53,14.36,7.69,25.83,59.53,1.13,162.23,30.18,None
02-02-2024 20:00,03-02-2024 00:00,88.16,215.93,39.74,84.75,76.5,34.93,16.98,2.39,3.47,16.02,29.78,14.44,33.69,19.03,21.66,71.19,0.72,186.15,None,None
03-02-2024 00:00,03-02-2024 04:00,59.98,114.04,1.51,24.18,14.09,10.29,11.66,0.37,27.71,4.33,6.64,1.05,3.1,1.27,19.29,70.7,0.76,226.96,None,None
03-02-2024 04:00,03-02-2024 08:00,38.13,71.38,2.85,20.86,13.22,9.73,5.53,0.51,18.6,3.94,5.37,0.76,2.14,0.91,15.94,80.08,1.11,229.65,8.52,None
03-02-2024 08:00,03-02-2024 12:00,56.37,122.47,4.85,29.34,19.59,11.78,21.39,0.54,53.66,6.86,8.75,1.5,3.83,1.89,22.9,55.93,1.23,140.18,174.38,None
03-02-2024 12:00,03-02-2024 16:00,40.58,98.2,2.59,18.5,11.98,7.94,13.99,0.42,77.08,2.68,4.51,0.66,1.51,0.72,28.28,43.8,1.26,142.69,119.34,None
03-02-2024 16:00,03-02-2024 20:00,43.72,93.28,28.62,65.22,57.39,25.22,68.6,1.28,37.18,4.97,16.87,4.15,9.34,4.45,25.51,54.76,1.1,175.5,7.93,None
03-02-2024 20:00,04-02-2024 00:00,82.82,190.74,126.53,88.62,148.17,58.81,23.52,3.7,2.93,17.72,13.66,17.66,42.31,21.46,19.68,75.63,1.13,248.27,None,None
04-02-2024 00:00,04-02-2024 04:00,82.28,187.53,17.11,54.53,42.61,21.92,13.32,1.04,3.06,10.99,25.94,7.22,16.23,7.91,17.7,82.46,1.19,233.45,0.95,None
04-02-2024 04:00,04-02-2024 08:00,60.79,107.84,11.35,34.48,27.51,15.77,5.78,0.69,7.58,5.58,14.75,2.46,4.33,1.81,16.2,85.34,1.03,202.9,8.95,None
04-02-2024 08:00,04-02-2024 12:00,66.29,121.75,4.93,33.24,21.58,12.98,21.18,0.68,55.89,7.24,9.24,1.16,3.58,1.63,24.08,56.02,1.38,142.51,178.67,None
04-02-2024 12:00,04-02-2024 16:00,49.36,95.52,1.7,17.31,10.61,8.78,33.36,0.28,96.48,2.69,3.02,0.35,0.9,0.33,30.09,43.65,1.35,154.63,101.36,None
04-02-2024 16:00,04-02-2024 20:00,51.35,91.45,6.86,51.9,33,18,19.64,0.84,49.4,5.17,13.52,1.6,3.89,1.84,27.02,53.32,1.23,154.93,7.85,None
04-02-2024 20:00,05-02-2024 00:00,93.66,187.64,78.17,94.64,112.53,47.94,17.28,3.03,2.87,15.7,28.9,13.46,32.14,19.46,20.75,75.42,1.36,253.57,None,None
05-02-2024 00:00,05-02-2024 04:00,116.03,186.19,42.9,83.68,78.52,35.58,10.35,1.75,2.58,13.29,49.11,10.7,26.32,14.72,19.04,79.32,0.61,245.47,None,None
05-02-2024 04:00,05-02-2024 08:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
05-02-2024 08:00,05-02-2024 12:00,93.41,215.41,5.11,54.09,32.58,19.55,37,0.96,54.81,9.42,17.41,3.34,7.63,3.42,26.05,59.89,1.71,169.68,199.87,None
05-02-2024 12:00,05-02-2024 16:00,63.95,129.37,6.38,43.24,28.02,18.04,12.82,0.9,62.58,4.42,15.5,2.9,7.52,3.12,32.19,50.04,1.95,202.97,137.26,None
05-02-2024 16:00,05-02-2024 20:00,65.82,132.35,68.97,96.17,105.93,45.48,12.9,2.64,21.22,12.11,21.41,11.1,26.15,12.15,29.21,58.14,1.17,162.57,15.24,None
05-02-2024 20:00,06-02-2024 00:00,94.5,229.29,97.16,90.65,125.67,53.62,14.55,3.13,2.52,18.8,23.33,19.68,43.91,20.62,22.9,78.68,1.01,265.63,None,None
06-02-2024 00:00,06-02-2024 04:00,93.6,168.25,10.23,55.53,37.6,23.81,10.29,1.34,3.24,11.29,15.16,24.06,31.05,13.17,19.88,86.93,1.25,244.19,None,None
06-02-2024 04:00,06-02-2024 08:00,74.52,123.61,5.35,27.5,19.04,15.36,4.9,0.71,11.74,None,None,None,None,None,18.69,84.27,1.03,210.71,14.5,None
06-02-2024 08:00,06-02-2024 12:00,62.69,121.07,9.73,33.55,25.68,17.16,23.18,0.73,40.6,2.05,5,1.64,2.99,1.09,26.3,61.12,1.25,195.61,204.52,None
06-02-2024 12:00,06-02-2024 16:00,36.82,83.95,4.14,31.77,20.23,14.69,15.91,0.64,64.64,3.26,12.16,2.32,5.51,2.1,32.6,46.63,1.72,196.26,144.8,None
06-02-2024 16:00,06-02-2024 20:00,43.17,94.64,53.17,79.51,84.55,37.37,13.51,2.12,22.01,10.11,16.71,8.12,20.95,9.61,29.31,53.89,1.11,224.8,10.2,None
06-02-2024 20:00,07-02-2024 00:00,58.28,139.73,7.71,37.06,25.88,17.8,19.06,0.72,34.48,8.4,13.51,5.57,14.44,6.69,25.03,64.98,1.41,90.37,0.1,None
07-02-2024 00:00,07-02-2024 04:00,63.37,107.25,1.43,10.63,7.08,11.21,10.29,0.36,46.86,2.58,2.03,0.25,0.7,0.23,21.29,78.92,1.31,76.22,None,None
07-02-2024 04:00,07-02-2024 08:00,60.58,112.12,1.81,16.42,10.41,12.22,9.92,0.36,27.38,2.68,2.3,0.28,0.76,0.26,19.47,86.43,0.82,191.74,9.57,None
07-02-2024 08:00,07-02-2024 12:00,60.47,115.08,2.55,16.61,11.09,12.76,21.93,0.54,46.95,4.15,3.83,0.49,1.29,0.48,23.45,71.67,1.31,90.46,198.59,None
07-02-2024 12:00,07-02-2024 16:00,57.1,125.2,3.41,33.23,20.34,15.28,126.61,0.55,62.66,3.51,5.94,1.08,2.5,0.99,29.97,52.84,0.97,142.56,142.04,None
07-02-2024 16:00,07-02-2024 20:00,62.87,140.83,20.62,60.04,47.54,24.7,66.86,1.56,44.18,6.32,17.49,3.48,8.46,3.72,28.19,59.53,1.38,159.39,13.55,None
07-02-2024 20:00,08-02-2024 00:00,82.52,193.51,26.92,47.23,46.65,26.22,26.35,1.32,30.53,None,None,None,None,None,24.33,68.44,1.34,117.37,None,None
08-02-2024 00:00,08-02-2024 04:00,41.94,108.32,1.37,14.58,9.1,9.14,21.84,0.18,44.68,2.38,2.02,0.36,0.9,0.38,21.07,64.48,0.92,147.83,None,None
08-02-2024 04:00,08-02-2024 08:00,30.57,87.41,1.47,12.59,8.15,7.02,19.28,0.5,48.47,1.79,1.53,0.18,0.48,0.16,18.58,62.1,0.69,166.52,10.4,None
08-02-2024 08:00,08-02-2024 12:00,35.46,87.98,1.56,11.46,7.46,5.37,16.65,0.42,62.96,1.88,1.85,0.23,0.61,0.2,21.35,45.9,1.62,87.97,210.61,None
08-02-2024 12:00,08-02-2024 16:00,24.66,91.28,None,None,None,None,127.68,0.43,51.49,1.49,2.02,0.24,0.77,0.26,26.45,43.55,0.97,144.32,139.46,None
08-02-2024 16:00,08-02-2024 20:00,37.38,97.34,None,None,None,None,58.36,0.75,37.45,3.41,8.96,1.97,4.56,2.1,25.26,48.86,1.16,114.19,13.12,None
08-02-2024 20:00,09-02-2024 00:00,64.79,133.33,1.16,17.3,9.97,94.24,15.98,0.8,34.32,6.91,12.02,2.88,6.55,3.23,21.46,53.88,1.17,81.82,None,None
09-02-2024 00:00,09-02-2024 04:00,41.97,75.69,1.14,13.53,7.88,56.51,6.22,0.42,48.68,2.8,2.13,0.26,0.69,0.24,17.96,56.18,0.84,150.63,None,None
09-02-2024 04:00,09-02-2024 08:00,43.13,67.32,1.11,14.86,8.54,35.16,9.66,0.32,43.26,2.74,2.38,0.26,0.75,0.27,15.85,58.36,0.7,213.15,6.85,None
09-02-2024 08:00,09-02-2024 12:00,46.49,91.93,1.04,15.94,9.03,25.23,16.14,0.51,64.09,3.25,2.88,0.37,0.98,0.38,21.41,43.82,1.69,93.99,231.74,None
09-02-2024 12:00,09-02-2024 16:00,31.14,73.43,2.61,17.33,11.04,24.47,43.17,0.39,77.58,2.09,3.53,0.52,1.3,0.64,26.88,38.66,1.42,111.49,140.03,None
09-02-2024 16:00,09-02-2024 20:00,33.32,82.47,14.67,43.31,34.36,35.74,42.32,0.97,53.77,4.37,11.31,3.01,6.15,3.59,24.83,46.4,1.47,148.19,8.02,None
09-02-2024 20:00,10-02-2024 00:00,78.87,164.49,40.06,83.38,75.69,50.76,17.91,2.14,6.89,13.4,39.66,12.7,29.67,15.03,20.89,52.34,0.96,150.3,None,None
10-02-2024 00:00,10-02-2024 04:00,75.09,131.97,3.09,48.63,27.88,31.23,13.77,0.86,11.02,7.93,11.76,2.16,5.77,2.57,17.54,63.64,1.19,243.13,0.1,None
10-02-2024 04:00,10-02-2024 08:00,48.71,76.54,2.08,22.43,13.3,23.36,7.38,0.45,31.28,3.99,3.91,0.57,1.52,0.57,17.12,65.34,0.67,224.11,5.84,None
10-02-2024 08:00,10-02-2024 12:00,59.36,111.56,2.21,28,16.33,23.03,27.29,0.67,58.86,5.79,5.63,0.83,2.25,0.96,22.19,52.82,1.34,106.85,123.35,None
10-02-2024 12:00,10-02-2024 16:00,78.74,136.07,1.84,29.88,16.89,31.84,30.77,0.66,76.07,5.35,8.2,1.37,3.26,1.43,26.19,59.11,1.4,138.77,120.56,None
10-02-2024 16:00,10-02-2024 20:00,101.89,172.45,0.86,33.69,18.21,36.46,34.11,0.76,73.9,6.19,11.44,4.08,5.74,2.74,26.02,66.57,1.53,95.13,27.65,None
10-02-2024 20:00,11-02-2024 00:00,129.4,196.83,1.37,41.43,22.57,35.03,45.46,0.94,45.49,8.41,14.71,3.93,8.08,3.98,23.54,72.19,1.46,95.67,3,None
11-02-2024 00:00,11-02-2024 04:00,95.25,168.74,1.44,22.37,12.72,26.7,35.53,0.55,55.45,4.79,3.4,0.51,1.22,0.46,21.9,76.79,0.8,139.63,3.72,None
11-02-2024 04:00,11-02-2024 08:00,84.44,138.46,1.2,24.18,13.55,26.36,15.69,0.58,30.47,6.15,4.85,0.84,1.79,0.81,20.03,84.07,0.99,151.2,9.98,None
11-02-2024 08:00,11-02-2024 12:00,102.38,166.66,1.23,25.96,14.48,25.02,31.93,0.86,55.05,8.14,6.18,1.01,2.37,1.09,23.56,71.24,1.62,123.19,112.34,None
11-02-2024 12:00,11-02-2024 16:00,82.24,139.62,1.94,21.43,12.69,30.67,19.53,0.55,50.13,3.38,4.58,0.69,1.92,0.75,28.04,70.7,1.55,180,125.16,None
11-02-2024 16:00,11-02-2024 20:00,68.26,127.24,2.45,26.84,15.94,30.76,9.73,0.51,44.95,3.07,5.91,1.29,2.87,1.61,25.65,75.31,1.49,140.46,29.18,None
11-02-2024 20:00,12-02-2024 00:00,70.35,135.82,15.49,56.57,41.9,39.99,4.84,1.33,7.34,9.84,23.86,6.54,14.95,7.03,21.46,87.41,0.9,180.06,1.54,None
12-02-2024 00:00,12-02-2024 04:00,62.86,102.13,1.77,26.73,15.34,26.31,9.22,0.52,20.32,4.69,7.68,1.08,3.06,1.25,20.98,87.14,0.99,148.49,4.6,None
12-02-2024 04:00,12-02-2024 08:00,34.25,49.84,1.03,18.46,10.38,23.07,11.93,0.49,34.95,3.05,5.02,0.36,0.91,0.35,20.6,86.79,1.14,119.71,7.58,None
12-02-2024 08:00,12-02-2024 12:00,64.39,96.96,4.01,28.74,18.19,26.97,16.92,0.61,34.9,5.82,8.39,1.05,3.15,1.28,23.71,79.37,1.46,150.45,156.79,None
12-02-2024 12:00,12-02-2024 16:00,60.81,100.82,4.9,30.77,19.88,27.92,6.38,0.76,47.63,4.24,9.4,1.66,5.41,2.11,28.66,62.63,1.89,187.41,164.74,None
12-02-2024 16:00,12-02-2024 20:00,64.45,101.94,84.33,136.27,138.74,26.68,10.23,2.09,29.18,6.72,21.32,5.11,14.55,6.74,26.96,66.96,1.38,173.78,27.16,None
12-02-2024 20:00,13-02-2024 00:00,92.51,186.76,57.14,122.58,109.87,23.71,9.28,2.49,3.99,16.07,53.24,13.86,35.42,18.87,23.54,73.77,1.06,215.46,None,None
13-02-2024 00:00,13-02-2024 04:00,52.54,99.46,10.99,64.51,42.4,17.98,3.73,0.74,6.1,4.42,14.01,2.66,7.36,3.31,21.55,78.23,1.09,182.4,1.57,None
13-02-2024 04:00,13-02-2024 08:00,65.94,99.97,2.67,37.06,21.39,18.91,2.83,0.88,6.11,None,None,None,None,None,20.54,89.07,1.03,147.09,10.36,None
13-02-2024 08:00,13-02-2024 12:00,58.76,110.43,9.2,48.07,32.46,17.66,17.86,0.74,11.3,4.42,8.66,1.54,4.82,1.94,24.68,71.29,1.89,183.87,192.14,None
13-02-2024 12:00,13-02-2024 16:00,28.51,57.72,7.39,43.3,28.41,15.37,11.69,0.47,22.11,2.54,8.33,1.43,4.55,1.72,29.5,53.2,2.15,190.53,160.23,None
13-02-2024 16:00,13-02-2024 20:00,32.92,75.55,65.89,101.17,105.65,19.33,11.98,2.18,9.12,8.03,26.87,6.69,18.45,8.53,27.17,60.54,1.2,180.62,41.54,None
13-02-2024 20:00,14-02-2024 00:00,69.43,159,54.31,120,106.25,19.7,13.4,2.29,2.45,14.19,43.31,12.18,31.7,15.13,23.7,69.62,1.1,213.66,None,None
14-02-2024 00:00,14-02-2024 04:00,54.31,104.32,3.55,63.75,36.15,16.55,5.4,0.97,3.24,4.93,19.33,4.15,7.27,2.84,20.64,80.79,1.01,206.28,0.5,None
14-02-2024 04:00,14-02-2024 08:00,57.53,97.45,10.12,39.67,28.1,16.65,3.62,0.72,2.83,5.05,19.57,5.77,6.03,2.13,19.38,88,1.22,221.57,18.66,None
14-02-2024 08:00,14-02-2024 12:00,67.63,129.69,13.95,63.57,44.39,18.67,17.95,1.16,11.87,8.15,21.09,4.36,8.64,3.72,25.53,68.85,1.81,186.33,178.16,None
14-02-2024 12:00,14-02-2024 16:00,36.33,80.54,5.05,39.53,24.54,15.56,4.27,0.75,19.76,3.52,9.07,1.54,4.57,1.72,29.91,56.79,2.07,186.96,171.6,None
14-02-2024 16:00,14-02-2024 20:00,40.74,91.71,70.15,105.98,111.57,19.48,9.52,2.52,9.62,8.84,26.89,6.96,18.85,8.73,27.95,61.3,1.17,173.35,29.22,None
14-02-2024 20:00,15-02-2024 00:00,79.84,201.18,190.08,132.14,221.46,25.2,15.08,5.64,1.9,27.15,79.8,25.13,65.85,32.04,23.79,77.93,0.98,209.16,0.1,None
15-02-2024 00:00,15-02-2024 04:00,78.1,142.35,1.31,24.62,13.71,15.47,12.7,0.57,16.44,4.59,4.62,0.8,2.45,0.92,22.94,76.35,1.28,84.97,None,None
